"tweet_id","user_id"
149587563949199360,20566680
149596060233383936,145682886
149682992309223425,15842692
149710663189671938,78104190
149872648913035264,72761519
149892232948891649,119432340
149895227614830594,106931785
149909257951784960,14234902
149945400323866624,76944176
149945604020256768,19916253
149977413323993088,48941466
149985101026050048,78104190
149987517356195840,18129652
150050220019949571,31481326
150245120799805441,440845369
150593790120439808,78104190
150621292813496320,20927130
150656561725980672,20843656
151100984393863168,207619323
151669493758828544,76944176
152028909372841986,76944176
152031443894280192,6108882
152033294240854016,6108882
152034622719541250,6114332
152050796417130497,249737297
152051402884136960,208357489
152078875436908544,63791823
152079980845740032,205333342
152104274334187520,76944176
152128561283739649,18395804
152140673171197953,39579133
152164387006840832,20699502
152172693721067520,63003514
152372925046071296,20843656
152384432081338368,14234902
152397679031353346,76944176
152399854189031424,20843656
152400977910181888,20843656
152422131223887873,76944176
152430660714369024,52357982
152439874476183552,20843656
152440228118937600,14545533
152442317519847424,107752059
152453379128430592,362494102
152455795425026049,56812711
152456332337876992,20917156
152460798348890113,9439432
152464617036201986,76944176
152468605500538880,6108882
152475559119683587,39579133
152510763725094912,17916324
152562247900725248,18129652
152635492423303168,268108931
152635840965783553,18129652
152649644558651392,56812711
152655555259928576,20733366
152754817725501442,151116641
152755669718679552,39579133
152797114089472000,123955061
152797152924540928,18819396
152800660688080896,268108931
152800846009212928,14095344
152836304974000128,6432432
152858062263300097,6108882
152913117708419075,14234902
152917730071298048,331751956
152932127334338561,283289111
152935981069238272,14234902
152976269137559552,18129652
152987762956582912,255792509
153132554709499904,18129652
153158407971545088,14794077
153196710569578497,34126745
153201927285522432,34126745
153224629337604099,56812711
153225317903900672,6108882
153231561851027456,20927130
153270096448585728,119013910
153343265398210560,357640343
153479553623392256,106931785
153501637229559808,15449070
153502270368133120,20843656
153502278333112320,15918195
153511631710728192,20927130
153513745073700864,18213163
153534536578375681,330748071
153560236744122368,122158956
153637667509243907,14234902
153669704400113664,6432432
153676434920050688,16240799
153688532446216192,14234902
153700115461308418,16956465
153704819826233344,10473902
153750021794316288,21252287
153819386455658497,8039622
153852351537623040,63791823
153857013582016512,28639448
153862404558688256,330748071
153868696601894912,445153884
153892780912017408,158380504
153944574979616769,18078413
153947339927732225,15735004
153955142662754304,362494102
153962230147325953,6108882
153963489109610496,20917156
153964567712628736,6108882
153972428228411392,16832622
153993632872013824,16016618
153993822374871040,15480206
153994231055269889,14181097
153995145795223552,13560922
153996972381052929,106931785
154000893728133121,6114332
154002041755287554,63003514
154003247512813569,88010144
154003366782054400,12876812
154004411859992576,6108882
154013365541412864,104648125
154013676125429760,106931785
154014697782382594,193544658
154017512881786880,6108882
154017998871605248,16240799
154019802573316098,15918195
154020409115820032,6108882
154023850613538816,16240799
154024628317192192,82976044
154025450170097665,14181097
154026646108778496,22075279
154028523990958081,27262152
154029935562993664,19507566
154035079826518016,331318117
154035606341697536,9439432
154037346872991744,8039622
154045173649768448,268958621
154047463953674240,9516022
154078621970087936,718953
154136414471192576,16616217
154162618951675904,62930133
154183670859710466,362494102
154183930436780033,14234902
154204048030048256,106931785
154206092476420096,16016618
154206415282634753,16016618
154208279185207297,16016618
154208714176479233,117872262
154208868308746242,16016618
154209000056041473,16016618
154210117368287232,207619323
154210285257895936,58839469
154210386898468864,106931785
154210884783308800,15698353
154210991679340544,169156328
154211104837484546,42938040
154211213545439235,39579133
154214111838867457,250490720
154215102348922880,145635770
154218299742371841,76944176
154219123365249024,281291130
154219414420590592,20927130
154221064858247169,76944176
154223785283817472,158445401
154223939046998016,16146495
154224896715669504,14181097
154225183140478976,16016618
154225558169985024,127033118
154225659605041152,362494102
154225895329116161,6114332
154226326918799360,362494102
154230275105226754,80871603
154231586810904578,63791823
154234828970131457,320298773
154235930608283648,52357982
154237057991057408,56812711
154239254405455872,39579133
