"id_str","user_id_str"
225974903063597057,39319000
225982654997204993,39319000
225983732694261760,523168133
225985818148360192,126990603
225994462969614336,614983575
226127006276911107,580353757
226226188467728384,39319000
227300926371811328,62750046
227547498598768640,580353757
227773914548408321,182656711
227777484928741378,287194246
228276992171180032,580353757
228491316718350337,37655558
228613856015048704,188366314
228615180232318976,254883852
228615190848102401,188366314
228615390505365504,188366314
228616156532068352,70948420
228616359305674752,70948420
228616480642719744,254883852
228616690034937858,70948420
228619236401106944,254883852
228622835902459905,325223528
228630982838849536,580353757
228633665670873088,254883852
228634085348737024,212273152
228637499281522688,614983575
228637778425020416,254883852
228640343422300160,14343509
228648526475833345,254883852
228737487525261312,464806272
228740870470529025,49987859
228741316614422528,49987859
228741710958698496,49987859
228742424313348096,118776845
228763471947382784,188366314
228763643884470272,188366314
228765253901639681,88682676
228765417538211840,188366314
228765820648574977,519036960
228770457996914688,580353757
228770809311793153,341540902
228771493197254656,546921239
228771710638358528,465553283
228773390998200320,546921239
228776013566459904,20664174
228778261583364098,351636010
228778760407748608,20664174
228780803159629824,49987859
228781105501839360,49987859
228781678754164736,510565371
228784433740800002,28076637
228794947615195137,46979464
228795096663994368,46979464
228795814573649920,498308074
228798795251589121,268958621
228798838683602944,268958621
228799311562043392,40325251
228799324891533312,152051625
228799525408604160,152051625
228800197864595456,40325251
228800773302145024,559567491
228801523604414464,221144264
228801541581197312,253655652
228802105857695744,253655652
228802200468611072,152051625
228803037416812544,23728233
228803050612068352,56330960
228807710043414528,17903233
228818679821918208,70948420
228819084949745664,323244239
228819466409099265,70948420
228819856630378496,430809073
228824054658920448,245457986
228827805746606080,35384223
228831280295464960,376555112
228837340251033600,49987859
228842294462259200,221144264
228842454147809280,221144264
228844767537147904,49987859
228846274571534336,601468764
228846330095747072,367462683
228848424764710913,28076637
228849152665190401,404055630
228849411151773696,37456609
228851036918542336,519036960
228870133219737601,464806272
228876216227221505,546921239
228880469113069568,254883852
228882868116545538,254883852
228883041911713792,86908526
228888437472755713,351636010
228890382128275457,529832286
228893059960684544,150648240
228901566470565888,199250155
228913754325258240,519036960
228944094112657408,519036960
229166355453181953,37456609
229286981337747456,254883852
229287431575326720,254883852
229301805438349312,48697716
229302312621973504,48697716
229426559671468032,580353757
229519089343795200,351636010
229530490506452992,404055630
229574800379613184,253655652
229575342493429760,633203838
229578053116907523,21022451
229583664617496577,107465082
229585668400099328,529832286
229585816756822018,384948475
229586827697340416,278186983
229629698479624192,85553332
229652221053251584,136002754
229687177133568001,612925325
229687355341156352,612925325
229820201942794241,633203838
229832918313365504,612925325
229858897115103232,21022451
229871494161895424,20664174
229872048804089856,20664174
229917823974125568,464806272
229935511702233089,221144264
229949350820868096,479673005
