"tweet_id","user_id"
552162633596420097,76944176
552162832989835264,227163030
552163708315906049,2665831177
552203343171694592,31481326
552216659352907777,18025383
552445168625131520,369529173
552454818372288512,17315836
552475982054293504,2944903282
552569966655197184,2864039597
552592986044125184,1050564151
552670417068892160,291932617
552834244112691200,547372020
553007110896627713,2185255711
553012181546336257,24544195
553938378077790209,34126745
553942084848484352,514684960
553967794044551168,2964439611
554751217625464833,15598627
554752827487436800,379723405
554752918709342209,106931785
554779170551889920,78104190
554783903937220610,2762016449
555045428224614400,76944176
555046079805140992,253618371
555048554754875392,1359538453
555097902667018240,1836330308
555102399845892096,76944176
555103784179757056,623583153
555105619137789952,106931785
555107066176892928,1954206091
555116315716100096,117702814
555117378036445185,1115752802
555118016422096896,376555112
555390634471981056,128196131
555549883613331456,2863447980
555778912056528896,2361190837
556169395287101440,44454141
556170129760079873,2382791120
557574333963730944,2162998004
557579298102468608,253618371
557585823399698434,2825591395
557619738701217793,2361190837
557928263897874432,2896114272
557931259176185856,921401546
557931353795481600,255955176
557932659650084865,1674230712
557932795373572096,921401546
557935673525948416,621105466
557945590144045057,15598627
557947546484891648,559402482
557957901340651520,462885794
557984663797366785,76944176
557984768223358977,372290701
557990492416532480,15598627
557990659982757888,76944176
557990800894603264,106931785
557991705765376001,57038504
557998737000120321,6108882
558045664257777666,2896114272
558328397777338369,76944176
558697678830186496,76944176
558697754906882048,2762016449
558697823990853633,253618371
558698641062653952,5694092
558698726299279360,2805849866
558706452060454913,45980627
559032271928582144,2896114272
559047411419840512,20620677
559083346869768192,2652592082
559170053229514752,2975735410
559501005344505857,2774966966
559501095261970433,2774966966
559709659616280578,39579133
559710637396598784,19132700
559710877289811968,445153884
559717723413172224,2993930001
559730356472266752,1007616296
559769787463503872,988399098
559770257934401536,240583633
559812421800710144,76944176
559814022846230528,227163030
559843485788811264,2944903282
559845728965885953,1954206091
559856140956487680,2896114272
559914012612526080,125473430
559961945474756608,1916013997
559962489962512384,364511508
560135403189972992,76944176
560135798188544000,544671609
560137335057420288,993780120
560138356085227523,15918195
560140028815233024,76944176
560181302746677249,1480023386
560252286933696512,49427760
560441609473753088,297417610
560489659785293824,1268176351
560499861276340226,1480023386
560500090084028416,1480023386
560501807160385536,1618503343
560540357520523264,45980627
560540392186454016,45980627
560817161636433920,19333719
561183895052636161,2361190837
561264867571933185,76944176
561267373907656705,1962844472
561268401679896576,67208397
561381662810832896,2645395625
562258137604833280,76944176
563027435181326337,2840665145
563070676442308609,76944176
563070912032149505,106931785
563071951133237249,253618371
563072784700833793,2790613874
563072871288016899,1480023386
563075141459279872,1925057994
563094829312540674,577103382
563154977770979329,2766489316
563364088978616321,197290365
563427199387070464,76944176
563432428459786241,1480023386
563443792691605507,3001925092
563444904375123968,2546517708
564035869141913600,2896133393
564121214541524992,2185255711
564265858759794689,2774966966
564417692325937153,24544195
564462386082758656,2336010122
564473492461326336,2848476137
564806353646923778,76944176
564806595214053377,35410820
564807038564569088,961631816
564851204564332544,3009412020
564898964101951488,2572987832
565221202093158400,15598627
565221518645686272,106931785
565222400527065088,3010465730
565232487324864513,3001925092
565279949066883075,44454141
565281040202493953,78104190
565592737920319491,76944176
565592888516816896,255918899
565596382443339776,106931785
565599899543425027,1067598720
565606600493518851,3001925092
565632847713943553,1691406230
565659612347904001,2516171082
566293243189796864,76944176
