"id_str","user_id_str"
455965683646345216,582586617
455973501623472129,199452278
456015833559355392,357182319
456015852823777280,357182319
456028892089049088,579404380
456033105950679040,64164370
456034031746838528,407425370
456191333346996225,178272836
456299063286050816,357182319
464344273815879680,579404380
465844329844469761,64164370
469653156675076097,582586617
471089433249214464,357182319
471507432892407809,41378267
471508326795051008,209963167
482403455395323904,41378267
483097635860258816,199452278
483100035454758912,2158261646
483141617453260800,1084579488
483472779728007168,114274909
483901342365126657,25033901
483901536364277760,25033901
483921781917380609,1902312522
484813991227965440,199452278
484926492296486912,582586617
484927385280593920,582586617
485326876807020544,49987859
485335907021516800,1928906251
485700013398315008,41378267
485777550040252419,41378267
486046370193625088,199452278
486047944475279360,199452278
486048183160561664,31100040
486049038597652480,2304587270
486053105172115456,1044168744
486055015044644864,199452278
486055979612905472,199452278
486058632480444417,37582505
486058831458209793,199452278
486066073113206784,2346737802
486071381826613248,199452278
486072228338237440,204745602
486073315455270912,423221238
486073845883740161,407425370
486078257301684224,25033901
486078398586839040,25033901
486086887308656640,582586617
486086904132014080,199452278
486091625349672961,228141451
486104753974169601,199452278
486105029691310082,179478321
486105241880756224,2376552738
486106248258289664,179478321
486106597501202432,179478321
486241740525821953,1084579488
486249713402802176,2492330594
486274013405003776,199452278
486294305242632192,179478321
486316314206556160,199452278
486320060126875648,199452278
486328192014106625,407425370
486328192026689537,423221238
486328230333280256,407425370
486328230350049281,423221238
486328282850152449,407425370
486343678764388352,1044168744
486346519155458049,582586617
486348504684453888,165199252
486388708447633408,136002754
486399266999394304,1084579488
486407271815979008,268508951
486407324308078592,199452278
486407564725608448,199452278
486407899728470016,199452278
486408426034323456,634322918
486408803559026688,199452278
486409051111043072,199452278
486409995685068802,268508951
486414798821679104,199452278
486415125440499713,199452278
486415239614054401,806476706
486415321650061312,199452278
486415554044252160,806476706
486416631522791424,199452278
486417809681817600,199452278
486420744415354880,199452278
486421390765981697,199452278
486421790877446144,199452278
486427314192781313,199452278
486441837360472064,199452278
486454362596581376,180140879
486454676141797376,180140879
486454853296599040,64164370
486454889405366272,64164370
486454932317274112,64164370
486455083870060546,64164370
486455096868216833,64164370
486455169781989376,64164370
486455212723277825,64164370
486455385721544704,64164370
486456302915174400,366751482
486457033302888449,1361688518
486460883837915136,179478321
486647252312530944,582586617
486647822700142592,582586617
486648593986514944,582586617
486648976767066113,582586617
486649264676667392,582586617
486649578729385985,582586617
486649987028094976,582586617
486659425222918145,2492330594
486665653542060033,165199252
486674997281169408,199452278
486677677097512960,1044168744
486685435540676608,199452278
486687076482416641,199452278
486690261460725760,862582374
486690687971115008,1734098042
486691999089573888,267099003
486692297967288320,269030464
486695521516417025,180140879
486696644054765571,180140879
486702230200807425,582586617
486709933614702592,25033901
486710070600679424,25033901
486715629152382976,582586617
486716999255334912,1734098042
486717889211146240,403865532
486718785995304960,259556977
486720633900769280,1734098042
486722149315403776,862582374
486724351937351681,582586617
486728803923013632,199452278
486729657560358912,199452278
486732756127580160,199452278
486733808398376960,582586617
486734716989472768,25033901
486734909223239680,199452278
486742784309612545,514147221
486744187375583232,41378267
486745250208034818,267099003
486745507297894400,259556977
486745540898881536,199452278
486745865374031872,1734098042
486746254328614912,862582374
486746327993155584,607531851
486746735000449024,199452278
486747577908740096,199452278
486749144623906816,1181345599
486749646773960704,579404380
486750059930091521,2300751972
486750767055765505,199452278
486751151228850176,199452278
486752014232068097,1044168744
486752235230339072,199452278
486752513572765696,199452278
486752759719264256,582586617
486753674928979968,199452278
486754465643782144,199452278
486755420347039744,199452278
486756047902613505,1734098042
486757311143096320,1460694914
486762046046748672,188142536
486762097372442624,188142536
486762171246706689,188142536
486773298525528064,1044168744
486777164440686592,1734098042
486778593502957568,267099003
486779430056906752,269030464
486779581194448896,312642619
486795015851495424,81735198
486796798736883712,25033901
486803436344573952,579404380
486810888255442944,524005712
486811952035799040,524005712
486815146694565889,64164370
486815217850929152,64164370
486815303225974784,64164370
486815383874043905,64164370
486815398428295168,64164370
486815612006432768,64164370
486815629001777152,64164370
