"id_str","user_id_str"
749779875028930562,357182319
749813646792863744,748329706194235392
749813786433859584,748329706194235392
749814138008854528,748329706194235392
749818769317384192,17663821
749821327863746562,423221238
749821349493870592,407425370
749821427314896896,18129652
749822717315018753,748329706194235392
749834265211219968,748329706194235392
749835264537661440,703068717039497216
749850179835088896,748329706194235392
749850839301234688,748329706194235392
749851456576954368,748329706194235392
749852293340680192,17663821
749853914313265152,18129652
749856187777060864,41378267
749861982895874048,748329706194235392
749863366710005760,748329706194235392
749864468415279104,22835131
749864596211585024,2711136332
749864752780759040,2711136332
749864756874342400,22835131
749865497622040578,748329706194235392
749866309148553216,748329706194235392
749866400588570624,17663821
749869482152042496,703068717039497216
749873316182102017,1450134091
749875740003426304,49987859
749877234173812736,703068717039497216
749878753489137665,748329706194235392
749878887711010816,17663821
749878898901397504,264552479
749880098321412097,165991414
749880896509972484,423221238
749884220827324416,165991414
749884547576147969,165991414
749884939730956288,748329706194235392
749888136986107904,199452278
749888206418550784,199452278
749893567359782912,25033901
749895628747005953,165991414
749906803102588929,748329706194235392
749925598999433216,93745927
749927547547164672,430133522
750068891980746752,748329706194235392
750076929940688897,1327770578
750082152520265729,3537106812
750083110247682049,437116033
750093810248495104,17663821
750093964175249408,748329706194235392
750098228507320322,41378267
750098797821243392,41378267
750100088014278656,357182319
750100190116212736,41378267
750100555591143424,29714473
750100652647260164,15888304
750102833937035264,17663821
750102939725815808,2354745823
750103032130514944,41378267
750104450996400128,703068717039497216
750104802588176384,748329706194235392
750105397285892097,26208524
750105459340685313,24469785
750105698596298752,748329706194235392
750105741118373892,2873903116
750105997360832512,748329706194235392
750106164256337920,37582505
750106965783621632,3065563945
750107046733713408,2873903116
750107251562586112,748329706194235392
750108124263002112,23736636
750109502020603904,165991414
750109695881285632,423221238
750109717507166208,423221238
750109776307036160,423221238
750110092939259904,2873903116
750110839361769472,895028599
750110867811819520,748329706194235392
750111695763189760,165991414
750112228632764420,165991414
750112966075224064,2873903116
750113401293017088,165991414
750113547036692480,748329706194235392
750113668013010944,165991414
750113885915455488,703068717039497216
750114030379945988,2873903116
750114155588259840,703068717039497216
750114266808655872,423221238
750114548993126400,199452278
750114608162086913,407425370
750114627179016193,165991414
750114646573535232,199452278
750114773384048640,199452278
750114921736613888,199452278
750114977655037952,199452278
750115029345718272,199452278
750115074337959936,199452278
750115192755752960,199452278
750115291971985408,165991414
750115646537494528,199452278
750115734907285504,2873903116
750116034623836160,3065563945
750116233102581760,165991414
750116656664293376,703068717039497216
750116847949754368,165991414
750117004032565248,3270341498
750117048672366592,93338386
750117070684065792,165597362
750117139185475584,165597362
750117151000846336,93338386
750117161255915520,165597362
750117231183429632,2873903116
750117804284661760,46305641
750117844629716992,2842688458
750117901261242372,2842688458
750117972669243392,2873903116
750118295748038656,165991414
750118300240097280,199452278
750118463868243968,514147221
750118502237745152,748329706194235392
750118588757843968,748329706194235392
750118625630007296,199452278
750120159579283456,2873903116
750120259927945217,12904012
750120770483859457,17663821
750121292909514752,17663821
750121390267781120,165991414
750121435796942849,17663821
750121850261213184,271240144
750121928615047168,2873903116
750122156193771520,17663821
750122429800812544,17663821
750122430492839936,2873903116
750122456803741696,271240144
750123018525945856,17663821
750123156296200192,22835131
750123230891905025,271240144
750123478213201920,165991414
750123577777659904,2903066796
750123727526899712,37582505
750123849652383744,703068717039497216
750124004741042177,199452278
750124054955171841,199452278
750124154095955969,17663821
750124197582557184,199452278
750124500239339520,199452278
750124578588897280,2873903116
750125612715565056,2873903116
750125863237148672,17663821
750126440457220096,2873903116
